accel_x,accel_y,accel_z
0.01806640625,-0.296875,1.0408935546875
0.016357421875,-0.2979736328125,1.037353515625
0.01513671875,-0.297607421875,1.03271484375
0.0181884765625,-0.2974853515625,1.034912109375
0.0150146484375,-0.297607421875,1.0390625
0.156982421875,0.5093994140625,0.923583984375
0.1767578125,0.52197265625,0.9085693359375
0.179931640625,0.52734375,0.9088134765625
0.185546875,0.53125,0.9097900390625
-0.8475341796875,0.1065673828125,0.6353759765625
-0.847900390625,0.1131591796875,0.6514892578125
-0.8426513671875,0.1103515625,0.648681640625
-0.8511962890625,0.1048583984375,0.656494140625
-0.8486328125,0.1107177734375,0.6500244140625
-0.847412109375,0.105224609375,0.655517578125
-0.9813232421875,0.0987548828125,-0.14794921875
-0.994384765625,0.089111328125,-0.1815185546875
-0.9962158203125,0.0792236328125,-0.1829833984375
-0.9854736328125,0.082275390625,-0.1861572265625
-0.9906005859375,0.082763671875,-0.1883544921875
-0.9937744140625,0.0814208984375,-0.1859130859375
-0.992431640625,0.0799560546875,-0.1787109375
0.03369140625,1.0087890625,0.1409912109375
0.0081787109375,0.99365234375,0.110595703125
4.8828125e-4,0.9971923828125,0.1361083984375
0.018310546875,1.004638671875,0.135986328125
0.0074462890625,0.994384765625,0.1370849609375
-1.0181884765625,0.056396484375,-0.0887451171875
-1.017822265625,0.05029296875,-0.060302734375
-1.0201416015625,0.0452880859375,-0.0814208984375
-1.01171875,0.0462646484375,-0.072265625
-1.0220947265625,0.036376953125,-0.0714111328125
-1.02978515625,0.0350341796875,-0.0635986328125
-0.8682861328125,0.0118408203125,0.615234375
-0.8594970703125,0.015625,0.6385498046875
-0.86181640625,0.0166015625,0.6380615234375
-0.861083984375,0.0228271484375,0.6424560546875
-0.8499755859375,0.0230712890625,0.6435546875
-0.8450927734375,0.0135498046875,0.639404296875
0.970947265625,0.027099609375,0.0093994140625
0.957763671875,0.0166015625,0.001220703125
0.99267578125,0.0264892578125,0.0196533203125
0.970703125,0.0250244140625,0.0096435546875
0.965087890625,0.029541015625,0.0208740234375
